��textbox24,textbox19,textbox5,DISTANCE_KONTROLA_0_1,DISTANCE_KONTROLA_NOT_0_1,OBISK_2,textbox4,textbox15,textbox18,textbox23,textbox25,OBISK_1,NAPRAVA,IME_VOZNIKA,TIME_RECEIVED_MIN,TIME_RECEIVED_MAX,StopTime,NASLOV,DISTANCE_KONTROLA_0,DISTANCE_KONTROLA_NOT_0,OBISK
KA 720-HG,Skupaj vozilo:,3:57:23,0,579.775,11,Dan,17.10.2018,2:01:41,0,453.461,7,KA 720-HG,,17.10.2018 00:32:24,17.10.2018 00:33:16,,RUDMAN COMMERCE: Karlovac (GM),,,
,,,,,,,,,,,,,,,,,,,,
KA 720-HG,Skupaj vozilo:,3:57:23,0,579.775,11,Dan,17.10.2018,2:01:41,0,453.461,7,KA 720-HG,,17.10.2018 00:32:24,17.10.2018 00:33:16,,RUDMAN COMMERCE: Karlovac GM,,,
,,,,,,,,,,,,,,,,,,,,
KA 720-HG,Skupaj vozilo:,3:57:23,0,579.775,11,Dan,17.10.2018,2:01:41,0,453.461,7,KA 720-HG,,17.10.2018 01:31:21,17.10.2018 01:32:55,0:01:34,"HRVATSKA: RAVNA GORA, A6",0,59.322,
,,,,,,,,,,,,,,,,,,,,
KA 720-HG,Skupaj vozilo:,3:57:23,0,579.775,11,Dan,17.10.2018,2:01:41,0,453.461,7,KA 720-HG,,17.10.2018 01:37:28,17.10.2018 01:38:05,0:00:37,"HRVATSKA: DEDIN, AUTOCESTA BOSILJEVO-RIJEKA",0,6.952,
,,,,,,,,,,,,,,,,,,,,
KA 720-HG,Skupaj vozilo:,3:57:23,0,579.775,11,Dan,17.10.2018,2:01:41,0,453.461,7,KA 720-HG,,17.10.2018 01:43:17,17.10.2018 01:44:02,0:00:45,"HRVATSKA: LUICE, ",0,6.59,
,,,,,,,,,,,,,,,,,,,,
KA 720-HG,Skupaj vozilo:,3:57:23,0,579.775,11,Dan,17.10.2018,2:01:41,0,453.461,7,KA 720-HG,,17.10.2018 01:48:02,17.10.2018 01:49:08,0:01:06,"HRVATSKA: SLJEME, D3",0,3.502,
,,,,,,,,,,,,,,,,,,,,
KA 720-HG,Skupaj vozilo:,3:57:23,0,579.775,11,Dan,17.10.2018,2:01:41,0,453.461,7,KA 720-HG,,17.10.2018 02:28:19,17.10.2018 02:28:56,0:00:37,"HRVATSKA: RIJEKA, MOST RJEINA",0,36.908,
,,,,,,,,,,,,,,,,,,,,
KA 720-HG,Skupaj vozilo:,3:57:23,0,579.775,11,Dan,17.10.2018,2:01:41,0,453.461,7,KA 720-HG,,17.10.2018 02:32:03,17.10.2018 02:32:35,0:00:32,"HRVATSKA: RIJEKA, AUTOCESTA RUPA-RIJEKA",0,3.976,
,,,,,,,,,,,,,,,,,,,,
KA 720-HG,Skupaj vozilo:,3:57:23,0,579.775,11,Dan,17.10.2018,2:01:41,0,453.461,7,KA 720-HG,,17.10.2018 02:47:44,17.10.2018 02:51:46,0:04:02,"HRVATSKA: VRANJA, A8",0,23.161,
,,,,,,,,,,,,,,,,,,,,
KA 720-HG,Skupaj vozilo:,3:57:23,0,579.775,11,Dan,17.10.2018,2:01:41,0,453.461,7,KA 720-HG,,17.10.2018 02:56:39,17.10.2018 02:58:24,0:01:45,"HRVATSKA: LUPOGLAV, A8",0,5.739,
,,,,,,,,,,,,,,,,,,,,
KA 720-HG,Skupaj vozilo:,3:57:23,0,579.775,11,Dan,17.10.2018,2:01:41,0,453.461,7,KA 720-HG,,17.10.2018 03:16:12,17.10.2018 03:16:45,0:00:33,"HRVATSKA: LOVRIN, VOR ROGOVII",0,23.649,
,,,,,,,,,,,,,,,,,,,,
KA 720-HG,Skupaj vozilo:,3:57:23,0,579.775,11,Dan,17.10.2018,2:01:41,0,453.461,7,KA 720-HG,,17.10.2018 03:18:41,17.10.2018 03:37:48,0:19:07,"HRVATSKA: }BRLINI, POSLOVNA ZONA CIBURI",0,1.083,
,,,,,,,,,,,,,,,,,,,,
KA 720-HG,Skupaj vozilo:,3:57:23,0,579.775,11,Dan,17.10.2018,2:01:41,0,453.461,7,KA 720-HG,,17.10.2018 03:48:34,17.10.2018 03:52:36,0:04:02,"HRVATSKA: }MINJ, ",0,9.894,1
,,,,,,,,,,,,,,,,,,,,
KA 720-HG,Skupaj vozilo:,3:57:23,0,579.775,11,Dan,17.10.2018,2:01:41,0,453.461,7,KA 720-HG,,17.10.2018 03:48:34,17.10.2018 03:52:36,,ETRADEX: }minj: (RN),,,
,,,,,,,,,,,,,,,,,,,,
KA 720-HG,Skupaj vozilo:,3:57:23,0,579.775,11,Dan,17.10.2018,2:01:41,0,453.461,7,KA 720-HG,,17.10.2018 03:48:34,17.10.2018 03:52:36,,ETRADEX: }minj:RN,,,
,,,,,,,,,,,,,,,,,,,,
KA 720-HG,Skupaj vozilo:,3:57:23,0,579.775,11,Dan,17.10.2018,2:01:41,0,453.461,7,KA 720-HG,,17.10.2018 04:21:06,17.10.2018 04:30:41,0:09:35,"HRVATSKA: PULA, INDUSTRIJSKA ULICA",0,30.544,1
,,,,,,,,,,,,,,,,,,,,
KA 720-HG,Skupaj vozilo:,3:57:23,0,579.775,11,Dan,17.10.2018,2:01:41,0,453.461,7,KA 720-HG,,17.10.2018 04:21:06,17.10.2018 04:30:41,,"GRAND AUTO, Pula, Citroen",,,
,,,,,,,,,,,,,,,,,,,,
KA 720-HG,Skupaj vozilo:,3:57:23,0,579.775,11,Dan,17.10.2018,2:01:41,0,453.461,7,KA 720-HG,,17.10.2018 04:21:06,17.10.2018 04:30:41,,BENNUSI: Pula: (RN),,,
,,,,,,,,,,,,,,,,,,,,
KA 720-HG,Skupaj vozilo:,3:57:23,0,579.775,11,Dan,17.10.2018,2:01:41,0,453.461,7,KA 720-HG,,17.10.2018 04:21:06,17.10.2018 04:30:41,,BENNUSI: Pula: RN,,,
,,,,,,,,,,,,,,,,,,,,
KA 720-HG,Skupaj vozilo:,3:57:23,0,579.775,11,Dan,17.10.2018,2:01:41,0,453.461,7,KA 720-HG,,17.10.2018 04:21:06,17.10.2018 04:30:41,,"AUTO RADOLOVI, Pula, Peugeot",,,
,,,,,,,,,,,,,,,,,,,,
KA 720-HG,Skupaj vozilo:,3:57:23,0,579.775,11,Dan,17.10.2018,2:01:41,0,453.461,7,KA 720-HG,,17.10.2018 04:35:50,17.10.2018 04:40:51,0:05:01,"HRVATSKA: PULA, MUTILSKA ULICA",0,3.362,
,,,,,,,,,,,,,,,,,,,,
KA 720-HG,Skupaj vozilo:,3:57:23,0,579.775,11,Dan,17.10.2018,2:01:41,0,453.461,7,KA 720-HG,,17.10.2018 04:43:59,17.10.2018 04:50:54,0:06:55,"HRVATSKA: PULA, CESTA PREKOMORSKIH BRIGADA",0,2.176,1
,,,,,,,,,,,,,,,,,,,,
KA 720-HG,Skupaj vozilo:,3:57:23,0,579.775,11,Dan,17.10.2018,2:01:41,0,453.461,7,KA 720-HG,,17.10.2018 04:43:59,17.10.2018 04:50:54,,AUTOWILL: PULA: GM,,,
,,,,,,,,,,,,,,,,,,,,
KA 720-HG,Skupaj vozilo:,3:57:23,0,579.775,11,Dan,17.10.2018,2:01:41,0,453.461,7,KA 720-HG,,17.10.2018 04:43:59,17.10.2018 04:50:54,,AUTOWILL: PULA: (GM),,,
,,,,,,,,,,,,,,,,,,,,
KA 720-HG,Skupaj vozilo:,3:57:23,0,579.775,11,Dan,17.10.2018,2:01:41,0,453.461,7,KA 720-HG,,17.10.2018 05:19:28,17.10.2018 05:23:29,0:04:01,"HRVATSKA: BRAJKOVII, BRAJKOVII",0,28.641,1
,,,,,,,,,,,,,,,,,,,,
KA 720-HG,Skupaj vozilo:,3:57:23,0,579.775,11,Dan,17.10.2018,2:01:41,0,453.461,7,KA 720-HG,,17.10.2018 05:19:28,17.10.2018 05:23:29,,AK CERIN: Kanfanar: RN,,,
,,,,,,,,,,,,,,,,,,,,
KA 720-HG,Skupaj vozilo:,3:57:23,0,579.775,11,Dan,17.10.2018,2:01:41,0,453.461,7,KA 720-HG,,17.10.2018 05:19:28,17.10.2018 05:23:29,,AK CERIN: Kanfanar: (RN),,,
,,,,,,,,,,,,,,,,,,,,
KA 720-HG,Skupaj vozilo:,3:57:23,0,579.775,11,Dan,17.10.2018,2:01:41,0,453.461,7,KA 720-HG,,17.10.2018 05:40:16,17.10.2018 05:41:18,0:01:02,"HRVATSKA: }BANDAJ, }BANDAJ",0,15.829,
,,,,,,,,,,,,,,,,,,,,
KA 720-HG,Skupaj vozilo:,3:57:23,0,579.775,11,Dan,17.10.2018,2:01:41,0,453.461,7,KA 720-HG,,17.10.2018 05:42:53,17.10.2018 05:54:42,0:11:49,"HRVATSKA: BUII, D302",0,1.513,1
,,,,,,,,,,,,,,,,,,,,
KA 720-HG,Skupaj vozilo:,3:57:23,0,579.775,11,Dan,17.10.2018,2:01:41,0,453.461,7,KA 720-HG,,17.10.2018 05:42:53,17.10.2018 05:54:42,,"AUTO WILL, Pore",,,
" (GM)""",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
KA 720-HG,Skupaj vozilo:,3:57:23,0,579.775,11,Dan,17.10.2018,2:01:41,0,453.461,7,KA 720-HG,,17.10.2018 05:42:53,17.10.2018 05:54:42,,"AUTO WILL, Pore",,,
" GM""",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
KA 720-HG,Skupaj vozilo:,3:57:23,0,579.775,11,Dan,17.10.2018,2:01:41,0,453.461,7,KA 720-HG,,17.10.2018 05:42:53,17.10.2018 05:54:42,,"AUTO WILL, Pore",,,
" Ty""",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
KA 720-HG,Skupaj vozilo:,3:57:23,0,579.775,11,Dan,17.10.2018,2:01:41,0,453.461,7,KA 720-HG,,17.10.2018 05:42:53,17.10.2018 05:54:42,,"AUTO WILL, Pore",,,
" (Ty)""",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
KA 720-HG,Skupaj vozilo:,3:57:23,0,579.775,11,Dan,17.10.2018,2:01:41,0,453.461,7,KA 720-HG,,17.10.2018 05:42:53,17.10.2018 05:54:42,,"PROMO AUTO, Pore",,,
," Peugeot""",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
KA 720-HG,Skupaj vozilo:,3:57:23,0,579.775,11,Dan,17.10.2018,2:01:41,0,453.461,7,KA 720-HG,,17.10.2018 06:01:01,17.10.2018 06:18:09,0:17:08,"HRVATSKA: PORE, MATE VLA`IA",0,5.3,1
,,,,,,,,,,,,,,,,,,,,
KA 720-HG,Skupaj vozilo:,3:57:23,0,579.775,11,Dan,17.10.2018,2:01:41,0,453.461,7,KA 720-HG,,17.10.2018 06:01:01,17.10.2018 06:18:09,,AUTOCENTAR Pore,,,
," (RN)""",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
KA 720-HG,Skupaj vozilo:,3:57:23,0,579.775,11,Dan,17.10.2018,2:01:41,0,453.461,7,KA 720-HG,,17.10.2018 06:01:01,17.10.2018 06:18:09,,AUTOCENTAR Pore,,,
,"RN""",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
KA 720-HG,Skupaj vozilo:,3:57:23,0,579.775,11,Dan,17.10.2018,2:01:41,0,453.461,7,KA 720-HG,,17.10.2018 06:25:29,17.10.2018 06:26:07,0:00:38,"HRVATSKA: }BANDAJ, }BANDAJ",0,6.7,
,,,,,,,,,,,,,,,,,,,,
KA 720-HG,Skupaj vozilo:,3:57:23,0,579.775,11,Dan,17.10.2018,2:01:41,0,453.461,7,KA 720-HG,,17.10.2018 07:03:53,17.10.2018 07:04:36,0:00:43,"HRVATSKA: LUPOGLAV, A8",0,46.632,
,,,,,,,,,,,,,,,,,,,,
KA 720-HG,Skupaj vozilo:,3:57:23,0,579.775,11,Dan,17.10.2018,2:01:41,0,453.461,7,KA 720-HG,,17.10.2018 07:11:05,17.10.2018 07:34:50,0:23:45,"HRVATSKA: DOBRE, ",0,12.321,
,,,,,,,,,,,,,,,,,,,,
KA 720-HG,Skupaj vozilo:,3:57:23,0,579.775,11,Dan,17.10.2018,2:01:41,0,453.461,7,KA 720-HG,,17.10.2018 07:52:31,17.10.2018 07:53:15,0:00:44,"HRVATSKA: RIJEKA, OREHOVICA",0,22.676,
,,,,,,,,,,,,,,,,,,,,
KA 720-HG,Skupaj vozilo:,3:57:23,0,579.775,11,Dan,17.10.2018,2:01:41,0,453.461,7,KA 720-HG,,17.10.2018 08:26:22,17.10.2018 08:30:39,0:04:17,"HRVATSKA: SLJEME, D3",0,36.325,
,,,,,,,,,,,,,,,,,,,,
KA 720-HG,Skupaj vozilo:,3:57:23,0,579.775,11,Dan,17.10.2018,2:01:41,0,453.461,7,KA 720-HG,,17.10.2018 09:00:58,17.10.2018 09:00:58,0:00:00,"HRVATSKA: DONJA DOBRA, DONJA DOBRA",0,27.787,
